aid,publication_date,title,url,publisher,country,status,source_name
20201118140022311,2020-11-18T18:00:00Z,Ethiopia civil war: Both sides claim big wins | The Daily Star,https://www.thedailystar.net:443/world/news/ethiopia-civil-war-both-sides-claim-big-wins-1997521,,Federal Democratic Republic of Ethiopia,relevant,Web
20201111151055639,2020-11-11T20:59:45Z,email,https://www.bbc.co.uk:443/news/world-africa-54911009,,"Federal Democratic Republic of Ethiopia,Republic of the Sudan,State of Eritrea",relevant,Web
20201113035027822,2020-11-12T10:51:05Z,Tigray crisis: Local residents ordered to defend against Ethiopia army,https://news.yahoo.com:443/tigray-crisis-local-residents-ordered-185839545.html,,"Federal Democratic Republic of Ethiopia,Republic of the Sudan,State of Eritrea",relevant,Web
20201104061358681,2020-11-04T12:08:00Z,Ethiopia Edges Toward Civil War As Federal Government Orders Attack On Tigray Region : NPR,https://www.npr.org:443/2020/11/04/931241968/ethiopia-edges-toward-civil-war-as-federal-government-orders-attack-on-tigray-re?utm_medium=RSS&utm_campaign=world,,"Federal Democratic Republic of Ethiopia,Republic of the Sudan,Somalia,United States",relevant,Web
20201112061847972,2020-11-12T12:05:04Z,Open Menu,http://rss.cnn.com:80/~r/rss/cnn_freevideo/~3/pwu-Tz6nHrk/ethiopia-unrest-tigray-prime-minister-abiy-ahmed-lc-lon-orig.cnn,,Federal Democratic Republic of Ethiopia,relevant,Web
20201120054103240,2020-11-20T11:38:35Z,facebook,https://www.aljazeera.com:443/news/2020/11/20/un-says-planning-for-200000-ethiopian-refugees-in-sudan,,"Federal Democratic Republic of Ethiopia,Republic of the Sudan,United States",relevant,Web
20201116050410042,2020-11-16T10:00:00Z,"News Brief: Pandemic Surges, Texas COVID-19 Cases, Ethiopia's Civil War : NPR",https://www.npr.org:443/2020/11/16/935296969/morning-news-brief,,"Federal Democratic Republic of Ethiopia,State of Eritrea",relevant,Web
20201110152731369,2020-11-10T21:12:43Z,Latest On A Military Conflict In Ethiopia : NPR,https://www.npr.org:443/2020/11/10/933548740/latest-on-a-military-conflict-in-ethiopia,,Federal Democratic Republic of Ethiopia,relevant,Web
20201104043216300,2020-11-04T10:04:31Z,Civil war fears in Ethiopia as PM orders military response to Tigray 'attack' | World news | The Guardian,https://www.theguardian.com:443/world/2020/nov/04/ethiopia-on-brink-as-pm-orders-military-response-to-attack,,"Federal Democratic Republic of Ethiopia,State of Eritrea",relevant,Web
20201106063845720,2020-11-06T06:42:10Z,AP Explains: Why Ethiopia is suddenly on brink of civil war,https://upstract.com:443/p/e4t9rpdy?ref=rss&rd=1,,"Federal Democratic Republic of Ethiopia,Republic of Kenya",relevant,Web
20201228145305321,2020-12-28T20:45:09Z,Hundreds Of Civilians Killed With Machetes And Axes In Ethiopian Town : NPR,https://www.npr.org:443/2020/12/28/950886248/hundreds-of-civilians-killed-with-machetes-and-axes-in-ethiopian-town,,Federal Democratic Republic of Ethiopia,relevant,Web
20201105222418268,2020-11-05T21:58:00Z,Why are there fears of civil war in Ethiopia?,https://upstract.com:443/p/y322hkma?ref=rss&rd=1,,Federal Democratic Republic of Ethiopia,relevant,Web
20201216070041508,2020-12-16T12:58:04Z,Trouble returns to Ethiopia | The Indian Express,https://indianexpress.com:443/article/opinion/trouble-returns-to-ethiopia-7107544/,,"Arab Republic of Egypt,Federal Democratic Republic of Ethiopia,Federal Republic of Germany,Kingdom of Saudi Arabia,Libya,Republic of Burundi,Republic of Djibouti,Republic of Kenya,Republic of Uganda,Republic of Yemen,Republic of the Sudan,Somalia,State of Eritrea,State of Qatar,Taiwan,United Arab Emirates,United States",relevant,Web
