aid,publication_date,title,url,publisher,country,status,source_name
20180608184032459,2018-06-08T22:50:00Z,One US soldier killed in Somalia operation targeting al-Shabab | News | DW | 08.06.2018,http://www.dw.com:80/en/one-us-soldier-killed-in-somalia-operation-targeting-al-shabab/a-44137380?maca=en-rss-en-all-1573-rdf,,"Federal Republic of Germany,Somalia",relevant,Web
20180714045248322,2018-07-14T08:55:57Z,"Why Nigeria will collapse, go into civil war - Maj. Gen. Momah - Daily Post Nigeria",http://dailypost.ng:80/2018/07/14/nigeria-will-collapse-go-civil-war-maj-gen-momah/,,"Federal Republic of Nigeria,Republic of the Sudan,Somalia,State of Eritrea",relevant,Web
20180728162916568,2018-07-28T21:12:00Z,Somali president begins three-day visit in Eritrea as diplomatic relations thaw | Africa | DW | 28.07.2018,http://www.dw.com:80/en/somali-president-begins-three-day-visit-in-eritrea-as-diplomatic-relations-thaw/a-44865801?maca=en-rss-en-all-1573-rdf,,"Federal Democratic Republic of Ethiopia,Federal Republic of Germany,Republic of Yemen,Somalia,State of Eritrea,United Arab Emirates",relevant,Web
20180719103815361,2018-07-19T15:03:23Z,Somalia and Tunisia Join Comesa - Daily Monitor,http://www.monitor.co.ug:80/News/National/Somalia-Tunisia-Join-Comesa/688334-4671866-mcsxlt/index.html,,"Republic of Tunisia,Republic of Zambia,Somalia",irrelevant,Web
20181217012918808,2018-06-20T05:00:00Z,Humanity on the Move: 5 Conflicts That Drive the Global Refugee Crisis,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:5SKV-HKH1-JBG3-61M4-00000-00&context=1516831,The New York Times,"Bangladesh,Federal Democratic Republic of Ethiopia,Hashemite Kingdom of Jordan,Islamic Republic of Afghanistan,Islamic Republic of Iran,Islamic Republic of Pakistan,Lebanon,Republic of Kenya,Republic of Uganda,Republic of Yemen,Republic of the Sudan,Russian Federation,Somalia,Syrian Arab Republic,Union of Burma,Union of Soviet Socialist Republics,United States",relevant,BulkLexisNexis_v2
20190202000835573,2018-07-20T05:00:00Z,Somali president optimistic about working with citizens,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:5SV9-K361-DYRV-30RT-00000-00&context=1516831,BBC Monitoring: International Reports,"Kingdom of Belgium,Kingdom of Sweden,Somalia",relevant,BulkLexisNexis_v2
20190202000059656,2018-07-01T05:00:00Z,Five civilians injured in mortar attack in Somalia's capital,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:5SP8-4N21-DYRV-30JV-00000-00&context=1516831,BBC Monitoring: International Reports,Somalia,relevant,BulkLexisNexis_v2
20181217012918980,2018-06-19T05:00:00Z,The Five Conflicts Driving the Bulk of the World’s Refugee Crisis,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:5SKV-2VW1-DXY4-X2VW-00000-00&context=1516831,The New York Times,"Bangladesh,Federal Democratic Republic of Ethiopia,Hashemite Kingdom of Jordan,Hellenic Republic,Islamic Republic of Afghanistan,Islamic Republic of Iran,Islamic Republic of Pakistan,Lebanon,Republic of Kenya,Republic of Uganda,Republic of Yemen,Republic of the Sudan,Russian Federation,Somalia,Syrian Arab Republic,Union of Burma,Union of Soviet Socialist Republics,United States",relevant,BulkLexisNexis_v2
20180619150555898,2018-06-19T18:00:17Z,Children made up 52 percent of the refugee population in 2017,http://rssfeeds.usatoday.com:80/~/553234914/0/usatodaycomworld-topstories~Children-make-up-more-than-half-of-the-refugee-population-UN-says/,,"Bangladesh,Burkina Faso,Democratic Republic of the Congo,Federal Democratic Republic of Ethiopia,Federal Republic of Germany,Islamic Republic of Afghanistan,Islamic Republic of Iran,Islamic Republic of Pakistan,Lebanon,Republic of Chad,Republic of Colombia,Republic of Kenya,Republic of Uganda,Republic of the Congo,Republic of the Sudan,Somalia,South Sudan,Syrian Arab Republic,Union of Burma",relevant,Web
20190202000538689,2018-07-12T05:00:00Z,EU increases Somalia humanitarian aid to 89.5m euros,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:5SSK-0P71-DYRV-31RP-00000-00&context=1516831,BBC Monitoring: International Reports,"Federal Democratic Republic of Ethiopia,Republic of Djibouti,Republic of Yemen,Somalia,State of Eritrea",relevant,BulkLexisNexis_v2
